District,Polling Station Number,Conservative,Green Party,Liberal,N.D.P.,Conservative (%),Green Party (%),Liberal (%),N.D.P. (%),Other (%)
13003,124,74,5,60,34,42.53,2.87,34.48,19.54,0.57
13003,125,56,1,55,40,36.6,0.65,35.95,26.14,0.65
13003,126,86,5,101,40,36.75,2.14,43.16,17.09,0.85
13003,127,181,8,98,61,51.27,2.27,27.76,17.28,1.42
13003,128,55,5,56,27,38.46,3.5,39.16,18.88,0.0
13003,129,175,6,130,97,42.37,1.45,31.48,23.49,1.21
13003,13,87,5,85,37,40.28,2.31,39.35,17.13,0.93
13003,130,138,7,166,98,33.41,1.69,40.19,23.73,0.97
13003,131,78,6,74,45,38.42,2.96,36.45,22.17,0.0
13003,132,70,2,65,43,38.46,1.1,35.71,23.63,1.1
13003,133,85,4,73,45,40.87,1.92,35.1,21.63,0.48
13003,134,145,9,141,84,38.26,2.37,37.2,22.16,0.0
13003,135,92,12,88,78,33.82,4.41,32.35,28.68,0.74
13003,136,37,3,59,51,24.5,1.99,39.07,33.77,0.66
13003,137,73,5,74,30,39.67,2.72,40.22,16.3,1.09
13003,138,123,4,51,48,54.42,1.77,22.57,21.24,0.0
13003,139,120,4,99,57,42.7,1.42,35.23,20.28,0.36
13003,14,67,7,61,54,35.26,3.68,32.11,28.42,0.53
13003,140,122,7,110,39,43.57,2.5,39.29,13.93,0.71
13003,141,150,3,99,45,50.17,1.0,33.11,15.05,0.67
13003,142,74,3,100,42,33.79,1.37,45.66,19.18,0.0
13003,143,82,6,83,46,37.61,2.75,38.07,21.1,0.46
13003,144,147,10,105,52,46.67,3.17,33.33,16.51,0.32
13003,145,116,7,135,85,33.72,2.03,39.24,24.71,0.29
13003,146,73,5,68,29,41.71,2.86,38.86,16.57,0.0
13003,146-1,86,4,52,30,49.71,2.31,30.06,17.34,0.58
13003,147,148,15,104,69,43.66,4.42,30.68,20.35,0.88
13003,148,72,1,92,31,36.73,0.51,46.94,15.82,0.0
13003,149,102,1,103,39,41.46,0.41,41.87,15.85,0.41
13003,15,58,5,89,49,28.86,2.49,44.28,24.38,0.0
13003,150,89,4,105,50,35.89,1.61,42.34,20.16,0.0
13003,151,101,5,139,66,32.27,1.6,44.41,21.09,0.64
13003,152,124,2,162,62,35.23,0.57,46.02,17.61,0.57
13003,153,76,1,76,26,41.99,0.55,41.99,14.36,1.1
13003,154,66,2,46,46,40.24,1.22,28.05,28.05,2.44
13003,155,35,3,33,26,35.35,3.03,33.33,26.26,2.02
13003,156,81,2,87,26,40.91,1.01,43.94,13.13,1.01
13003,157,39,5,105,16,23.49,3.01,63.25,9.64,0.6
13003,158,62,5,75,22,37.35,3.01,45.18,13.25,1.2
13003,159,30,4,18,19,41.67,5.56,25.0,26.39,1.39
13003,16,63,5,56,49,36.42,2.89,32.37,28.32,0.0
13003,160,23,4,34,12,31.08,5.41,45.95,16.22,1.35
13003,161,70,2,75,26,40.46,1.16,43.35,15.03,0.0
13003,17,69,0,73,31,39.88,0.0,42.2,17.92,0.0
13003,18,74,0,87,35,37.76,0.0,44.39,17.86,0.0
13003,19,85,1,76,27,44.97,0.53,40.21,14.29,0.0
13003,2,52,1,52,32,37.96,0.73,37.96,23.36,0.0
13003,20,87,4,74,44,41.23,1.9,35.07,20.85,0.95
13003,21,106,2,104,49,40.46,0.76,39.69,18.7,0.38
13003,22,70,1,87,27,37.63,0.54,46.77,14.52,0.54
13003,23,125,5,145,44,39.06,1.56,45.31,13.75,0.31
13003,24,90,5,174,41,29.03,1.61,56.13,13.23,0.0
13003,25,86,6,101,61,33.73,2.35,39.61,23.92,0.39
13003,26,68,3,95,60,30.09,1.33,42.04,26.55,0.0
13003,27,90,4,93,98,31.47,1.4,32.52,34.27,0.35
13003,28,34,3,157,30,15.18,1.34,70.09,13.39,0.0
13003,29,83,2,91,45,37.39,0.9,40.99,20.27,0.45
13003,3,61,3,73,38,34.66,1.7,41.48,21.59,0.57
13003,30,48,0,113,26,25.67,0.0,60.43,13.9,0.0
13003,31,80,1,64,50,40.61,0.51,32.49,25.38,1.02
13003,32,134,3,156,72,36.51,0.82,42.51,19.62,0.54
13003,33,98,6,107,72,34.51,2.11,37.68,25.35,0.35
13003,34,122,2,147,59,36.86,0.6,44.41,17.82,0.3
13003,35,125,5,104,54,43.1,1.72,35.86,18.62,0.69
13003,36,113,4,81,49,45.56,1.61,32.66,19.76,0.4
13003,37,63,4,72,54,32.14,2.04,36.73,27.55,1.53
13003,38,67,5,95,64,28.88,2.16,40.95,27.59,0.43
13003,39,59,2,56,40,37.34,1.27,35.44,25.32,0.63
13003,4,76,2,69,39,40.64,1.07,36.9,20.86,0.53
13003,40,113,5,113,56,39.24,1.74,39.24,19.44,0.35
13003,400,55,1,59,10,43.65,0.79,46.83,7.94,0.79
13003,41,66,12,101,87,24.63,4.48,37.69,32.46,0.75
13003,42,80,3,109,65,30.89,1.16,42.08,25.1,0.77
13003,43,67,2,99,56,29.39,0.88,43.42,24.56,1.75
13003,44,101,9,126,67,33.11,2.95,41.31,21.97,0.66
13003,45,66,6,98,63,28.09,2.55,41.7,26.81,0.85
13003,46,72,1,81,43,36.36,0.51,40.91,21.72,0.51
13003,47,75,4,94,49,33.63,1.79,42.15,21.97,0.45
13003,48,90,2,95,64,35.57,0.79,37.55,25.3,0.79
13003,49,133,3,110,90,39.35,0.89,32.54,26.63,0.59
13003,5,65,3,50,44,39.88,1.84,30.67,26.99,0.61
13003,50,57,1,74,29,35.4,0.62,45.96,18.01,0.0
13003,500,25,1,28,12,36.76,1.47,41.18,17.65,2.94
13003,501,23,1,24,8,41.07,1.79,42.86,14.29,0.0
13003,51,94,3,141,61,31.33,1.0,47.0,20.33,0.33
13003,52,133,4,165,59,36.74,1.1,45.58,16.3,0.28
13003,53,75,7,127,65,27.37,2.55,46.35,23.72,0.0
13003,54,96,3,100,58,37.35,1.17,38.91,22.57,0.0
13003,55,75,4,138,63,26.79,1.43,49.29,22.5,0.0
13003,56,93,8,173,74,26.72,2.3,49.71,21.26,0.0
13003,57,82,9,112,108,26.37,2.89,36.01,34.73,0.0
13003,58,51,14,149,119,15.22,4.18,44.48,35.52,0.6
13003,59,16,5,80,84,8.6,2.69,43.01,45.16,0.54
13003,6,138,5,119,29,47.42,1.72,40.89,9.97,0.0
13003,60,33,6,84,95,15.14,2.75,38.53,43.58,0.0
13003,600,459,15,494,119,42.11,1.38,45.32,10.92,0.28
13003,601,117,2,117,47,41.05,0.7,41.05,16.49,0.7
13003,602,352,19,507,190,32.93,1.78,47.43,17.77,0.09
13003,603,234,14,296,94,36.68,2.19,46.39,14.73,0.0
13003,604,147,6,110,42,48.2,1.97,36.07,13.77,0.0
13003,605,131,1,123,22,47.29,0.36,44.4,7.94,0.0
13003,606,277,6,245,58,47.27,1.02,41.81,9.9,0.0
13003,607,208,9,231,63,40.39,1.75,44.85,12.23,0.78
13003,608,281,8,301,96,40.78,1.16,43.69,13.93,0.44
13003,61,56,5,115,97,20.44,1.82,41.97,35.4,0.36
13003,62,53,10,101,54,24.2,4.57,46.12,24.66,0.46
13003,63,28,8,68,85,14.81,4.23,35.98,44.97,0.0
13003,64,67,7,163,108,19.42,2.03,47.25,31.3,0.0
13003,65,71,14,107,110,23.28,4.59,35.08,36.07,0.98
13003,66,63,12,125,89,21.72,4.14,43.1,30.69,0.34
13003,67,36,3,96,85,16.36,1.36,43.64,38.64,0.0
13003,68,46,5,90,71,21.7,2.36,42.45,33.49,0.0
13003,69,72,4,101,51,31.44,1.75,44.1,22.27,0.44
13003,7,183,6,204,139,34.14,1.12,38.06,25.93,0.75
13003,70,34,4,80,39,21.66,2.55,50.96,24.84,0.0
13003,71,72,17,160,96,20.87,4.93,46.38,27.83,0.0
13003,72,74,18,181,146,17.58,4.28,42.99,34.68,0.48
13003,73,47,8,125,111,16.04,2.73,42.66,37.88,0.68
13003,74,90,8,127,81,29.32,2.61,41.37,26.38,0.33
13003,75,36,2,77,27,25.35,1.41,54.23,19.01,0.0
13003,76,63,5,80,35,34.43,2.73,43.72,19.13,0.0
13003,77,77,6,141,66,26.55,2.07,48.62,22.76,0.0
13003,78,85,2,75,59,38.46,0.9,33.94,26.7,0.0
13003,79,40,0,77,47,24.39,0.0,46.95,28.66,0.0
13003,8,74,4,102,52,31.76,1.72,43.78,22.32,0.43
13003,80,28,3,38,42,25.23,2.7,34.23,37.84,0.0
13003,81,37,1,70,50,23.12,0.62,43.75,31.25,1.25
13003,82,70,5,127,81,24.56,1.75,44.56,28.42,0.7
13003,83,89,6,172,53,27.81,1.88,53.75,16.56,0.0
13003,84,70,3,97,50,31.82,1.36,44.09,22.73,0.0
13003,85,53,1,80,31,32.12,0.61,48.48,18.79,0.0
13003,86,77,3,102,55,32.49,1.27,43.04,23.21,0.0
13003,87,65,5,81,57,31.1,2.39,38.76,27.27,0.48
13003,88,37,6,66,54,22.7,3.68,40.49,33.13,0.0
13003,89,49,6,83,55,25.13,3.08,42.56,28.21,1.03
13003,9,85,1,113,48,34.41,0.4,45.75,19.43,0.0
13003,90,70,2,130,51,27.56,0.79,51.18,20.08,0.39
13003,91,105,6,156,48,33.23,1.9,49.37,15.19,0.32
13003,92,64,6,132,52,25.1,2.35,51.76,20.39,0.39
13003,93,57,10,87,32,30.65,5.38,46.77,17.2,0.0
13003,94,60,8,102,42,28.04,3.74,47.66,19.63,0.93
13003,95,97,7,200,65,26.29,1.9,54.2,17.62,0.0
13003,96,122,18,177,84,30.42,4.49,44.14,20.95,0.0
13003,97,90,7,142,66,29.22,2.27,46.1,21.43,0.97
13003,98,56,5,72,61,28.72,2.56,36.92,31.28,0.51
13003,99,38,7,96,64,18.36,3.38,46.38,30.92,0.97
13003,S/R 1,179,14,124,22,52.34,4.09,36.26,6.43,0.88
13003,S/R 2,653,21,850,226,37.23,1.2,48.46,12.88,0.23
13004,1,107,4,63,51,47.56,1.78,28.0,22.67,0.0
13004,10,104,7,38,39,55.32,3.72,20.21,20.74,0.0
13004,100,109,6,69,71,42.75,2.35,27.06,27.84,0.0
13004,101,72,2,30,39,50.35,1.4,20.98,27.27,0.0
13004,102,91,12,52,60,42.33,5.58,24.19,27.91,0.0
13004,103,143,4,67,70,50.35,1.41,23.59,24.65,0.0
13004,104,105,7,72,69,41.5,2.77,28.46,27.27,0.0
13004,105,92,9,73,67,38.17,3.73,30.29,27.8,0.0
13004,106,87,6,42,63,43.94,3.03,21.21,31.82,0.0
13004,107,128,8,80,90,41.83,2.61,26.14,29.41,0.0
13004,108,85,10,45,38,47.75,5.62,25.28,21.35,0.0
13004,109,123,14,57,71,46.42,5.28,21.51,26.79,0.0
13004,11,105,9,34,39,56.15,4.81,18.18,20.86,0.0
13004,110,57,4,33,44,41.3,2.9,23.91,31.88,0.0
13004,111,92,5,56,58,43.6,2.37,26.54,27.49,0.0
13004,112,150,18,103,72,43.73,5.25,30.03,20.99,0.0
13004,113,92,3,60,44,46.23,1.51,30.15,22.11,0.0
13004,114,158,12,80,120,42.7,3.24,21.62,32.43,0.0
13004,115,107,7,41,75,46.52,3.04,17.83,32.61,0.0
13004,116,79,12,54,42,42.25,6.42,28.88,22.46,0.0
13004,117,140,5,90,97,42.17,1.51,27.11,29.22,0.0
13004,118,115,6,58,89,42.91,2.24,21.64,33.21,0.0
13004,119,99,1,98,76,36.13,0.36,35.77,27.74,0.0
13004,12,111,10,56,45,50.0,4.5,25.23,20.27,0.0
13004,120,112,6,79,59,43.75,2.34,30.86,23.05,0.0
13004,121,125,4,96,66,42.96,1.37,32.99,22.68,0.0
13004,122,182,8,111,67,49.46,2.17,30.16,18.21,0.0
13004,123,75,4,47,24,50.0,2.67,31.33,16.0,0.0
13004,124,79,9,32,42,48.77,5.56,19.75,25.93,0.0
13004,125,33,7,26,30,34.38,7.29,27.08,31.25,0.0
13004,126,30,4,23,27,35.71,4.76,27.38,32.14,0.0
13004,127,43,1,38,30,38.39,0.89,33.93,26.79,0.0
13004,128,178,13,116,59,48.63,3.55,31.69,16.12,0.0
13004,129,198,11,112,104,46.59,2.59,26.35,24.47,0.0
13004,13,81,9,41,50,44.75,4.97,22.65,27.62,0.0
13004,130,82,6,71,34,42.49,3.11,36.79,17.62,0.0
13004,131,90,1,75,38,44.12,0.49,36.76,18.63,0.0
13004,132,173,7,107,43,52.42,2.12,32.42,13.03,0.0
13004,133,153,6,110,50,47.96,1.88,34.48,15.67,0.0
13004,134,96,11,90,28,42.67,4.89,40.0,12.44,0.0
13004,135,234,10,201,73,45.17,1.93,38.8,14.09,0.0
13004,136,128,12,88,48,46.38,4.35,31.88,17.39,0.0
13004,137,101,13,111,50,36.73,4.73,40.36,18.18,0.0
13004,138,126,11,112,53,41.72,3.64,37.09,17.55,0.0
13004,139,116,10,80,53,44.79,3.86,30.89,20.46,0.0
13004,14,180,13,70,61,55.56,4.01,21.6,18.83,0.0
13004,15,146,10,40,51,59.11,4.05,16.19,20.65,0.0
13004,16,97,7,38,58,48.5,3.5,19.0,29.0,0.0
13004,17,34,2,10,31,44.16,2.6,12.99,40.26,0.0
13004,18,100,5,69,53,44.05,2.2,30.4,23.35,0.0
13004,19,110,2,62,36,52.38,0.95,29.52,17.14,0.0
13004,2,113,1,67,54,48.09,0.43,28.51,22.98,0.0
13004,20,181,12,54,70,57.1,3.79,17.03,22.08,0.0
13004,21,91,3,44,24,56.17,1.85,27.16,14.81,0.0
13004,22,100,7,56,57,45.45,3.18,25.45,25.91,0.0
13004,23,78,8,25,29,55.71,5.71,17.86,20.71,0.0
13004,24,138,11,56,56,52.87,4.21,21.46,21.46,0.0
13004,25,101,7,41,62,47.87,3.32,19.43,29.38,0.0
13004,26,117,9,44,48,53.67,4.13,20.18,22.02,0.0
13004,27,105,13,50,67,44.68,5.53,21.28,28.51,0.0
13004,28,126,18,48,63,49.41,7.06,18.82,24.71,0.0
13004,29,123,7,42,44,56.94,3.24,19.44,20.37,0.0
13004,3,78,3,24,32,56.93,2.19,17.52,23.36,0.0
13004,30,145,16,78,69,47.08,5.19,25.32,22.4,0.0
13004,31,109,13,60,57,45.61,5.44,25.1,23.85,0.0
13004,32,126,5,59,35,56.0,2.22,26.22,15.56,0.0
13004,33,132,14,104,63,42.17,4.47,33.23,20.13,0.0
13004,34,99,8,95,56,38.37,3.1,36.82,21.71,0.0
13004,35,90,4,88,58,37.5,1.67,36.67,24.17,0.0
13004,36,107,7,82,63,41.31,2.7,31.66,24.32,0.0
13004,37,94,4,71,46,43.72,1.86,33.02,21.4,0.0
13004,38,79,5,80,50,36.92,2.34,37.38,23.36,0.0
13004,39,86,4,80,62,37.07,1.72,34.48,26.72,0.0
13004,4,228,14,91,66,57.14,3.51,22.81,16.54,0.0
13004,40,144,9,109,32,48.98,3.06,37.07,10.88,0.0
13004,41,56,11,53,48,33.33,6.55,31.55,28.57,0.0
13004,42,104,8,79,53,42.62,3.28,32.38,21.72,0.0
13004,43,108,9,94,49,41.54,3.46,36.15,18.85,0.0
13004,44,99,7,60,38,48.53,3.43,29.41,18.63,0.0
13004,45,110,7,69,49,46.81,2.98,29.36,20.85,0.0
13004,46,118,16,75,44,46.64,6.32,29.64,17.39,0.0
13004,47,106,16,59,49,46.09,6.96,25.65,21.3,0.0
13004,48,118,12,41,52,52.91,5.38,18.39,23.32,0.0
13004,49,113,11,51,59,48.29,4.7,21.79,25.21,0.0
13004,5,32,0,20,23,42.67,0.0,26.67,30.67,0.0
13004,50,104,7,40,28,58.1,3.91,22.35,15.64,0.0
13004,500,34,1,31,5,47.89,1.41,43.66,7.04,0.0
13004,501,13,4,10,5,40.62,12.5,31.25,15.62,0.0
13004,502,19,5,18,3,42.22,11.11,40.0,6.67,0.0
13004,51,154,13,44,57,57.46,4.85,16.42,21.27,0.0
13004,52,118,7,43,38,57.28,3.4,20.87,18.45,0.0
13004,53,115,16,24,68,51.57,7.17,10.76,30.49,0.0
13004,54,99,10,46,62,45.62,4.61,21.2,28.57,0.0
13004,55,86,3,46,31,51.81,1.81,27.71,18.67,0.0
13004,56,85,6,59,24,48.85,3.45,33.91,13.79,0.0
13004,57,71,6,71,39,37.97,3.21,37.97,20.86,0.0
13004,58,84,8,39,20,55.63,5.3,25.83,13.25,0.0
13004,59,87,7,59,42,44.62,3.59,30.26,21.54,0.0
13004,6,64,3,29,38,47.76,2.24,21.64,28.36,0.0
13004,60,39,3,27,22,42.86,3.3,29.67,24.18,0.0
13004,600,34,0,23,2,57.63,0.0,38.98,3.39,0.0
13004,601,165,6,83,40,56.12,2.04,28.23,13.61,0.0
13004,602,241,14,92,57,59.65,3.47,22.77,14.11,0.0
13004,603,162,11,132,45,46.29,3.14,37.71,12.86,0.0
13004,604,134,9,75,29,54.25,3.64,30.36,11.74,0.0
13004,605,120,2,33,25,66.67,1.11,18.33,13.89,0.0
13004,606,81,2,38,14,60.0,1.48,28.15,10.37,0.0
13004,607,151,4,85,53,51.54,1.37,29.01,18.09,0.0
13004,608,239,9,94,32,63.9,2.41,25.13,8.56,0.0
13004,609,83,2,43,15,58.04,1.4,30.07,10.49,0.0
13004,61,116,7,50,43,53.7,3.24,23.15,19.91,0.0
13004,610,135,8,53,41,56.96,3.38,22.36,17.3,0.0
13004,611,112,2,77,13,54.9,0.98,37.75,6.37,0.0
13004,612,290,13,133,83,55.88,2.5,25.63,15.99,0.0
13004,613,94,16,38,34,51.65,8.79,20.88,18.68,0.0
13004,614,285,13,156,94,52.01,2.37,28.47,17.15,0.0
13004,615,220,16,137,62,50.57,3.68,31.49,14.25,0.0
13004,62,103,7,55,59,45.98,3.12,24.55,26.34,0.0
13004,63,143,5,87,66,47.51,1.66,28.9,21.93,0.0
13004,64,49,2,25,14,54.44,2.22,27.78,15.56,0.0
13004,65,114,2,62,60,47.9,0.84,26.05,25.21,0.0
13004,66,106,5,40,46,53.81,2.54,20.3,23.35,0.0
13004,67,115,2,49,42,55.29,0.96,23.56,20.19,0.0
13004,68,106,12,67,59,43.44,4.92,27.46,24.18,0.0
13004,69,52,8,56,24,37.14,5.71,40.0,17.14,0.0
13004,7,151,16,67,52,52.8,5.59,23.43,18.18,0.0
13004,70,57,4,41,26,44.53,3.12,32.03,20.31,0.0
13004,71,67,4,54,38,41.1,2.45,33.13,23.31,0.0
13004,72,59,3,25,27,51.75,2.63,21.93,23.68,0.0
13004,73,80,11,78,46,37.21,5.12,36.28,21.4,0.0
13004,74,60,2,38,20,50.0,1.67,31.67,16.67,0.0
13004,75,117,12,61,90,41.79,4.29,21.79,32.14,0.0
13004,76,118,8,47,37,56.19,3.81,22.38,17.62,0.0
13004,77,49,5,49,41,34.03,3.47,34.03,28.47,0.0
13004,78,90,5,43,47,48.65,2.7,23.24,25.41,-0.0
13004,79,42,4,15,19,52.5,5.0,18.75,23.75,0.0
13004,8,145,13,38,52,58.47,5.24,15.32,20.97,0.0
13004,80,82,4,57,33,46.59,2.27,32.39,18.75,0.0
13004,81,88,2,73,27,46.32,1.05,38.42,14.21,0.0
13004,82,137,3,38,27,66.83,1.46,18.54,13.17,0.0
13004,83,75,10,59,50,38.66,5.15,30.41,25.77,0.0
13004,84,64,2,38,41,44.14,1.38,26.21,28.28,0.0
13004,85,72,5,26,27,55.38,3.85,20.0,20.77,0.0
13004,86,119,8,65,36,52.19,3.51,28.51,15.79,0.0
13004,87,102,3,53,30,54.26,1.6,28.19,15.96,0.0
13004,88,82,4,44,31,50.93,2.48,27.33,19.25,0.0
13004,89,82,3,31,35,54.3,1.99,20.53,23.18,0.0
13004,9,96,4,36,36,55.81,2.33,20.93,20.93,0.0
13004,90,60,4,35,26,48.0,3.2,28.0,20.8,0.0
13004,91,53,1,36,12,51.96,0.98,35.29,11.76,0.0
13004,92,141,5,88,74,45.78,1.62,28.57,24.03,0.0
13004,93,134,13,66,59,49.26,4.78,24.26,21.69,0.0
13004,94,114,10,78,56,44.19,3.88,30.23,21.71,0.0
13004,95,101,7,60,75,41.56,2.88,24.69,30.86,0.0
13004,96,161,4,40,67,59.19,1.47,14.71,24.63,0.0
13004,97,141,7,60,90,47.32,2.35,20.13,30.2,0.0
13004,98,149,6,89,102,43.06,1.73,25.72,29.48,0.0
13004,99,93,7,33,37,54.71,4.12,19.41,21.76,0.0
13004,S/R 1,50,10,33,19,44.64,8.93,29.46,16.96,0.0
13004,S/R 2,370,22,261,103,48.94,2.91,34.52,13.62,0.0
13005,1,33,1,74,48,21.15,0.64,47.44,30.77,0.0
13005,10,25,6,44,25,25.0,6.0,44.0,25.0,0.0
13005,100,67,3,79,27,38.07,1.7,44.89,15.34,0.0
13005,101,79,6,60,30,45.14,3.43,34.29,17.14,0.0
13005,102,67,6,84,35,34.9,3.12,43.75,18.23,0.0
13005,103,78,2,57,35,45.35,1.16,33.14,20.35,0.0
13005,104,35,4,30,28,36.08,4.12,30.93,28.87,0.0
13005,105,46,3,61,41,30.46,1.99,40.4,27.15,0.0
13005,106,67,9,58,43,37.85,5.08,32.77,24.29,0.0
13005,107,83,8,56,40,44.39,4.28,29.95,21.39,0.0
13005,108,62,9,52,25,41.89,6.08,35.14,16.89,0.0
13005,109,79,6,93,26,38.73,2.94,45.59,12.75,0.0
13005,11,59,9,125,104,19.87,3.03,42.09,35.02,0.0
13005,110,52,7,62,31,34.21,4.61,40.79,20.39,0.0
13005,111,52,3,52,21,40.62,2.34,40.62,16.41,0.0
13005,112,63,9,62,42,35.8,5.11,35.23,23.86,0.0
13005,113,51,9,64,51,29.14,5.14,36.57,29.14,0.0
13005,114,63,6,69,32,37.06,3.53,40.59,18.82,0.0
13005,115,90,11,47,25,52.02,6.36,27.17,14.45,0.0
13005,116,29,2,46,18,30.53,2.11,48.42,18.95,0.0
13005,117,50,6,69,46,29.24,3.51,40.35,26.9,0.0
13005,118,37,2,30,32,36.63,1.98,29.7,31.68,0.0
13005,119,94,4,104,52,37.01,1.57,40.94,20.47,0.0
13005,12,43,5,80,52,23.89,2.78,44.44,28.89,0.0
13005,120,81,12,81,66,33.75,5.0,33.75,27.5,0.0
13005,121,117,24,67,60,43.66,8.96,25.0,22.39,0.0
13005,122,76,21,71,35,37.44,10.34,34.98,17.24,0.0
13005,123,90,7,61,52,42.86,3.33,29.05,24.76,0.0
13005,124,41,8,35,35,34.45,6.72,29.41,29.41,0.0
13005,125,0,0,0,0,,,,,
13005,126,113,28,112,51,37.17,9.21,36.84,16.78,0.0
13005,127,69,15,92,38,32.24,7.01,42.99,17.76,0.0
13005,128,77,18,102,47,31.56,7.38,41.8,19.26,0.0
13005,129,46,1,30,41,38.98,0.85,25.42,34.75,0.0
13005,13,71,8,87,56,31.98,3.6,39.19,25.23,0.0
13005,130,73,11,74,69,32.16,4.85,32.6,30.4,0.0
13005,131,83,4,61,78,36.73,1.77,26.99,34.51,0.0
13005,132,80,3,57,42,43.96,1.65,31.32,23.08,0.0
13005,133,63,2,74,75,29.44,0.93,34.58,35.05,0.0
13005,134,48,6,41,44,34.53,4.32,29.5,31.65,0.0
13005,135,54,6,34,30,43.55,4.84,27.42,24.19,0.0
13005,136,136,14,80,75,44.59,4.59,26.23,24.59,0.0
13005,137,50,4,32,44,38.46,3.08,24.62,33.85,0.0
13005,138,87,5,60,47,43.72,2.51,30.15,23.62,0.0
13005,139,91,6,32,29,57.59,3.8,20.25,18.35,0.0
13005,14,48,4,47,44,33.57,2.8,32.87,30.77,0.0
13005,140,48,6,37,17,44.44,5.56,34.26,15.74,0.0
13005,141,96,6,82,36,43.64,2.73,37.27,16.36,0.0
13005,142,88,2,70,45,42.93,0.98,34.15,21.95,0.0
13005,143,121,5,50,20,61.73,2.55,25.51,10.2,0.0
13005,144,87,2,39,11,62.59,1.44,28.06,7.91,0.0
13005,145,37,2,15,5,62.71,3.39,25.42,8.47,0.0
13005,146,165,2,43,13,73.99,0.9,19.28,5.83,0.0
13005,147,73,3,52,22,48.67,2.0,34.67,14.67,0.0
13005,148,99,8,57,34,50.0,4.04,28.79,17.17,0.0
13005,149,121,0,97,21,50.63,0.0,40.59,8.79,0.0
13005,15,71,13,111,75,26.3,4.81,41.11,27.78,0.0
13005,150,130,8,65,26,56.77,3.49,28.38,11.35,0.0
13005,151,156,4,44,17,70.59,1.81,19.91,7.69,0.0
13005,152,154,4,61,10,67.25,1.75,26.64,4.37,-0.0
13005,153,111,2,47,20,61.67,1.11,26.11,11.11,0.0
13005,16,39,7,89,79,18.22,3.27,41.59,36.92,0.0
13005,17,43,3,78,42,25.9,1.81,46.99,25.3,0.0
13005,18,35,5,102,82,15.62,2.23,45.54,36.61,0.0
13005,19,48,6,66,70,25.26,3.16,34.74,36.84,0.0
13005,2,37,8,63,35,25.87,5.59,44.06,24.48,0.0
13005,20,25,8,53,33,21.01,6.72,44.54,27.73,0.0
13005,21,71,8,96,49,31.7,3.57,42.86,21.88,0.0
13005,22,44,8,101,39,22.92,4.17,52.6,20.31,0.0
13005,23,54,10,70,39,31.21,5.78,40.46,22.54,0.0
13005,24,49,4,73,47,28.32,2.31,42.2,27.17,0.0
13005,25,54,7,89,55,26.34,3.41,43.41,26.83,0.0
13005,26,67,10,63,44,36.41,5.43,34.24,23.91,0.0
13005,27,49,4,123,47,21.97,1.79,55.16,21.08,0.0
13005,28,51,6,82,35,29.31,3.45,47.13,20.11,0.0
13005,29,71,7,96,44,32.57,3.21,44.04,20.18,0.0
13005,3,69,9,119,70,25.84,3.37,44.57,26.22,0.0
13005,30,50,7,75,48,27.78,3.89,41.67,26.67,0.0
13005,31,35,6,76,44,21.74,3.73,47.2,27.33,0.0
13005,32,43,3,73,35,27.92,1.95,47.4,22.73,0.0
13005,33,28,3,53,21,26.67,2.86,50.48,20.0,0.0
13005,34,55,2,82,38,31.07,1.13,46.33,21.47,0.0
13005,35,58,5,90,43,29.59,2.55,45.92,21.94,0.0
13005,36,77,4,111,65,29.96,1.56,43.19,25.29,0.0
13005,37,30,5,59,32,23.81,3.97,46.83,25.4,0.0
13005,38,47,3,52,36,34.06,2.17,37.68,26.09,0.0
13005,39,68,0,54,41,41.72,0.0,33.13,25.15,0.0
13005,4,53,9,47,51,33.12,5.62,29.38,31.87,0.0
13005,40,38,3,55,28,30.65,2.42,44.35,22.58,0.0
13005,41,76,4,118,63,29.12,1.53,45.21,24.14,0.0
13005,42,54,4,109,54,24.43,1.81,49.32,24.43,0.0
13005,43,108,9,104,76,36.36,3.03,35.02,25.59,0.0
13005,44,85,6,81,53,37.78,2.67,36.0,23.56,0.0
13005,45,70,3,100,55,30.7,1.32,43.86,24.12,0.0
13005,46,51,9,142,71,18.68,3.3,52.01,26.01,0.0
13005,47,60,3,120,64,24.29,1.21,48.58,25.91,0.0
13005,48,61,6,54,17,44.2,4.35,39.13,12.32,-0.0
13005,49,66,3,69,32,38.82,1.76,40.59,18.82,0.0
13005,5,34,7,41,42,27.42,5.65,33.06,33.87,0.0
13005,50,56,6,98,51,26.54,2.84,46.45,24.17,0.0
13005,500,12,2,28,4,26.09,4.35,60.87,8.7,0.0
13005,501,47,2,54,15,39.83,1.69,45.76,12.71,0.0
13005,502,21,2,31,9,33.33,3.17,49.21,14.29,0.0
