District,Polling Station Number,Conservative,Green Party,Liberal,NDP-New Democratic Party,Conservative (%),Green Party (%),Liberal (%),NDP-New Democratic Party (%),Other (%)
13007.0,9,86,33,74,57,34.4,13.2,29.6,22.8,0.0
13007.0,90,154,22,56,43,56.0,8.0,20.36,15.64,0.0
13007.0,91,50,5,29,40,40.32,4.03,23.39,32.26,0.0
13007.0,92,121,16,56,35,53.07,7.02,24.56,15.35,0.0
13007.0,93,95,24,31,49,47.74,12.06,15.58,24.62,0.0
13007.0,94,110,20,35,44,52.63,9.57,16.75,21.05,0.0
13007.0,95,97,22,110,16,39.59,8.98,44.9,6.53,0.0
13007.0,96,59,17,45,30,39.07,11.26,29.8,19.87,0.0
13007.0,97,57,13,48,28,39.04,8.9,32.88,19.18,0.0
13007.0,98,41,25,43,31,29.29,17.86,30.71,22.14,0.0
13007.0,99,70,18,115,46,28.11,7.23,46.18,18.47,0.0
13007.0,S/R 1,88,14,55,29,47.31,7.53,29.57,15.59,-0.0
13007.0,S/R 2,284,53,326,91,37.67,7.03,43.24,12.07,0.0
13008.0,1,11,1,17,12,26.83,2.44,41.46,29.27,0.0
13008.0,1-1,0,0,0,0,,,,,
13008.0,10,101,18,60,41,45.91,8.18,27.27,18.64,0.0
13008.0,10-1,64,8,52,53,36.16,4.52,29.38,29.94,0.0
13008.0,100,76,2,22,18,64.41,1.69,18.64,15.25,0.0
13008.0,101,175,10,42,47,63.87,3.65,15.33,17.15,0.0
13008.0,102,78,4,10,19,70.27,3.6,9.01,17.12,0.0
13008.0,103,112,1,24,17,72.73,0.65,15.58,11.04,0.0
13008.0,104,135,7,21,28,70.68,3.66,10.99,14.66,0.0
13008.0,105,152,4,13,21,80.0,2.11,6.84,11.05,0.0
13008.0,106,148,10,26,26,70.48,4.76,12.38,12.38,0.0
13008.0,107,96,9,26,28,60.38,5.66,16.35,17.61,0.0
13008.0,108,82,3,21,29,60.74,2.22,15.56,21.48,0.0
13008.0,109,59,5,24,13,58.42,4.95,23.76,12.87,0.0
13008.0,11,109,23,75,34,45.23,9.54,31.12,14.11,0.0
13008.0,110,54,3,8,21,62.79,3.49,9.3,24.42,0.0
13008.0,111,90,5,18,28,63.83,3.55,12.77,19.86,0.0
13008.0,112,67,4,16,18,63.81,3.81,15.24,17.14,0.0
13008.0,113,89,8,28,20,61.38,5.52,19.31,13.79,0.0
13008.0,114,90,2,28,15,66.67,1.48,20.74,11.11,0.0
13008.0,115,114,11,25,21,66.67,6.43,14.62,12.28,0.0
13008.0,116,79,5,22,24,60.77,3.85,16.92,18.46,0.0
13008.0,117,84,7,21,27,60.43,5.04,15.11,19.42,0.0
13008.0,118,105,7,35,15,64.81,4.32,21.6,9.26,0.0
13008.0,119,141,13,48,35,59.49,5.49,20.25,14.77,0.0
13008.0,12,86,20,60,22,45.74,10.64,31.91,11.7,0.0
13008.0,120,129,11,24,46,61.43,5.24,11.43,21.9,0.0
13008.0,121,70,7,15,32,56.45,5.65,12.1,25.81,0.0
13008.0,122,121,18,42,41,54.5,8.11,18.92,18.47,0.0
13008.0,123,121,16,48,24,57.89,7.66,22.97,11.48,0.0
13008.0,124,119,25,56,40,49.58,10.42,23.33,16.67,0.0
13008.0,125,85,24,48,43,42.5,12.0,24.0,21.5,0.0
13008.0,126,76,28,41,34,42.46,15.64,22.91,18.99,0.0
13008.0,127,90,19,49,32,47.37,10.0,25.79,16.84,0.0
13008.0,128,118,3,12,13,80.82,2.05,8.22,8.9,0.0
13008.0,129,93,7,20,17,67.88,5.11,14.6,12.41,0.0
13008.0,13,143,23,104,37,46.58,7.49,33.88,12.05,0.0
13008.0,130,83,7,14,13,70.94,5.98,11.97,11.11,0.0
13008.0,131,68,0,8,12,77.27,0.0,9.09,13.64,0.0
13008.0,132,71,2,11,7,78.02,2.2,12.09,7.69,0.0
13008.0,133,129,19,35,27,61.43,9.05,16.67,12.86,0.0
13008.0,134,122,7,21,24,70.11,4.02,12.07,13.79,0.0
13008.0,135,102,5,20,15,71.83,3.52,14.08,10.56,0.0
13008.0,136,93,2,20,20,68.89,1.48,14.81,14.81,0.0
13008.0,137,113,6,40,19,63.48,3.37,22.47,10.67,0.0
13008.0,138,68,1,6,9,80.95,1.19,7.14,10.71,0.0
13008.0,14,120,1,54,29,58.82,0.49,26.47,14.22,0.0
13008.0,15,88,4,36,38,53.01,2.41,21.69,22.89,0.0
13008.0,16,85,14,32,32,52.15,8.59,19.63,19.63,0.0
13008.0,17,130,6,16,25,73.45,3.39,9.04,14.12,0.0
13008.0,18,103,3,16,22,71.53,2.08,11.11,15.28,0.0
13008.0,19,105,1,4,12,86.07,0.82,3.28,9.84,0.0
13008.0,2,115,17,60,36,50.44,7.46,26.32,15.79,0.0
13008.0,20,52,2,7,15,68.42,2.63,9.21,19.74,0.0
13008.0,21,95,7,15,23,67.86,5.0,10.71,16.43,0.0
13008.0,22,125,6,35,25,65.45,3.14,18.32,13.09,0.0
13008.0,23,152,10,23,32,70.05,4.61,10.6,14.75,0.0
13008.0,24,120,23,59,37,50.21,9.62,24.69,15.48,0.0
13008.0,25,92,20,53,36,45.77,9.95,26.37,17.91,0.0
13008.0,26,123,18,64,61,46.24,6.77,24.06,22.93,0.0
13008.0,27,146,19,62,62,50.52,6.57,21.45,21.45,0.0
13008.0,28,162,19,64,55,54.0,6.33,21.33,18.33,0.0
13008.0,29,111,22,62,28,49.78,9.87,27.8,12.56,0.0
13008.0,3,123,13,81,28,50.2,5.31,33.06,11.43,0.0
13008.0,30,163,10,42,34,65.46,4.02,16.87,13.65,0.0
13008.0,31,173,7,33,34,70.04,2.83,13.36,13.77,0.0
13008.0,32,127,10,31,13,70.17,5.52,17.13,7.18,0.0
13008.0,33,112,8,21,23,68.29,4.88,12.8,14.02,0.0
13008.0,34,112,6,62,33,52.58,2.82,29.11,15.49,0.0
13008.0,35,75,7,43,19,52.08,4.86,29.86,13.19,0.0
13008.0,36,115,11,47,29,56.93,5.45,23.27,14.36,0.0
13008.0,37,101,6,57,45,48.33,2.87,27.27,21.53,0.0
13008.0,38,80,10,31,19,57.14,7.14,22.14,13.57,0.0
13008.0,39,86,12,31,28,54.78,7.64,19.75,17.83,0.0
13008.0,4,96,23,72,44,40.85,9.79,30.64,18.72,0.0
13008.0,4-1,85,11,60,32,45.21,5.85,31.91,17.02,0.0
13008.0,40,81,13,55,29,45.51,7.3,30.9,16.29,0.0
13008.0,40-1,74,9,25,11,62.18,7.56,21.01,9.24,0.0
13008.0,41,87,13,31,41,50.58,7.56,18.02,23.84,0.0
13008.0,42,53,10,23,23,48.62,9.17,21.1,21.1,-0.0
13008.0,43,122,11,29,25,65.24,5.88,15.51,13.37,-0.0
13008.0,44,68,12,38,23,48.23,8.51,26.95,16.31,0.0
13008.0,44-1,93,6,23,23,64.14,4.14,15.86,15.86,0.0
13008.0,45,91,17,21,31,56.88,10.62,13.12,19.38,0.0
13008.0,46,81,8,36,35,50.62,5.0,22.5,21.88,0.0
13008.0,47,83,21,32,41,46.89,11.86,18.08,23.16,0.0
13008.0,48,128,14,41,69,50.79,5.56,16.27,27.38,0.0
13008.0,49,73,11,41,41,43.98,6.63,24.7,24.7,0.0
13008.0,5,122,22,82,47,44.69,8.06,30.04,17.22,0.0
13008.0,50,119,7,27,27,66.11,3.89,15.0,15.0,0.0
13008.0,500,21,3,17,3,47.73,6.82,38.64,6.82,0.0
13008.0,501,26,1,24,5,46.43,1.79,42.86,8.93,0.0
13008.0,502,47,2,16,5,67.14,2.86,22.86,7.14,0.0
13008.0,503,29,1,7,0,78.38,2.7,18.92,0.0,0.0
13008.0,504,19,2,3,1,76.0,8.0,12.0,4.0,0.0
13008.0,51,115,22,34,53,51.34,9.82,15.18,23.66,0.0
13008.0,52,158,18,54,35,59.62,6.79,20.38,13.21,0.0
13008.0,53,107,14,39,38,54.04,7.07,19.7,19.19,0.0
13008.0,54,0,0,0,0,,,,,
13008.0,55,137,17,47,58,52.9,6.56,18.15,22.39,0.0
13008.0,56,87,23,43,40,45.08,11.92,22.28,20.73,0.0
13008.0,57,152,19,41,61,55.68,6.96,15.02,22.34,0.0
13008.0,58,122,6,27,24,68.16,3.35,15.08,13.41,0.0
13008.0,59,53,6,37,21,45.3,5.13,31.62,17.95,0.0
13008.0,6,82,15,45,59,40.8,7.46,22.39,29.35,0.0
13008.0,60,99,9,29,47,53.8,4.89,15.76,25.54,0.0
13008.0,600,190,19,116,61,49.22,4.92,30.05,15.8,0.0
13008.0,601,44,4,11,3,70.97,6.45,17.74,4.84,0.0
13008.0,602,80,2,9,9,80.0,2.0,9.0,9.0,0.0
13008.0,603,61,5,23,13,59.8,4.9,22.55,12.75,0.0
13008.0,604,75,2,29,5,67.57,1.8,26.13,4.5,0.0
13008.0,605,54,2,8,8,75.0,2.78,11.11,11.11,0.0
13008.0,606,95,4,42,27,56.55,2.38,25.0,16.07,0.0
13008.0,607,100,7,39,22,59.52,4.17,23.21,13.1,0.0
13008.0,608,70,1,25,12,64.81,0.93,23.15,11.11,0.0
13008.0,609,310,29,110,84,58.16,5.44,20.64,15.76,0.0
13008.0,61,135,10,32,29,65.53,4.85,15.53,14.08,0.0
13008.0,610,149,8,40,25,67.12,3.6,18.02,11.26,0.0
13008.0,611,194,12,38,25,72.12,4.46,14.13,9.29,0.0
13008.0,612,103,4,38,12,65.61,2.55,24.2,7.64,0.0
13008.0,613,198,9,54,15,71.74,3.26,19.57,5.43,0.0
13008.0,614,152,19,78,30,54.48,6.81,27.96,10.75,0.0
13008.0,615,38,4,14,4,63.33,6.67,23.33,6.67,0.0
13008.0,616,43,3,15,3,67.19,4.69,23.44,4.69,0.0
13008.0,617,104,5,19,10,75.36,3.62,13.77,7.25,-0.0
13008.0,618,58,8,43,17,46.03,6.35,34.13,13.49,0.0
13008.0,62,79,7,18,28,59.85,5.3,13.64,21.21,0.0
13008.0,63,112,21,36,58,49.34,9.25,15.86,25.55,0.0
13008.0,64,140,20,21,72,55.34,7.91,8.3,28.46,0.0
13008.0,65,89,4,39,48,49.44,2.22,21.67,26.67,0.0
13008.0,66,128,8,39,40,59.53,3.72,18.14,18.6,0.0
13008.0,67,107,20,34,25,57.53,10.75,18.28,13.44,0.0
13008.0,68,91,9,43,32,52.0,5.14,24.57,18.29,0.0
13008.0,69,87,10,62,45,42.65,4.9,30.39,22.06,0.0
13008.0,7,50,9,33,34,39.68,7.14,26.19,26.98,0.0
13008.0,70,119,12,45,48,53.12,5.36,20.09,21.43,0.0
13008.0,71,67,11,27,41,45.89,7.53,18.49,28.08,0.0
13008.0,72,82,14,33,34,50.31,8.59,20.25,20.86,0.0
13008.0,73,80,13,40,61,41.24,6.7,20.62,31.44,0.0
13008.0,74,110,16,25,58,52.63,7.66,11.96,27.75,0.0
13008.0,75,103,20,34,82,43.1,8.37,14.23,34.31,0.0
13008.0,76,118,16,33,22,62.43,8.47,17.46,11.64,0.0
13008.0,77,82,5,21,33,58.16,3.55,14.89,23.4,0.0
13008.0,78,109,10,24,28,63.74,5.85,14.04,16.37,0.0
13008.0,79,147,11,37,36,63.64,4.76,16.02,15.58,0.0
13008.0,8,129,16,72,34,51.39,6.37,28.69,13.55,0.0
13008.0,80,85,1,21,20,66.93,0.79,16.54,15.75,0.0
13008.0,81,107,7,24,18,68.59,4.49,15.38,11.54,0.0
13008.0,82,141,9,38,54,58.26,3.72,15.7,22.31,0.0
13008.0,83,143,7,18,33,71.14,3.48,8.96,16.42,0.0
13008.0,84,108,4,36,38,58.06,2.15,19.35,20.43,0.0
13008.0,85,138,4,17,32,72.25,2.09,8.9,16.75,0.0
13008.0,86,129,10,43,25,62.32,4.83,20.77,12.08,0.0
13008.0,87,87,5,6,14,77.68,4.46,5.36,12.5,0.0
13008.0,88,176,18,27,40,67.43,6.9,10.34,15.33,0.0
13008.0,89,113,14,29,27,61.75,7.65,15.85,14.75,0.0
13008.0,9,151,17,92,48,49.03,5.52,29.87,15.58,0.0
13008.0,90,112,8,38,36,57.73,4.12,19.59,18.56,0.0
13008.0,91,138,7,35,32,65.09,3.3,16.51,15.09,0.0
13008.0,92,131,5,26,20,71.98,2.75,14.29,10.99,0.0
13008.0,93,152,7,47,24,66.09,3.04,20.43,10.43,0.0
13008.0,94,127,13,35,54,55.46,5.68,15.28,23.58,0.0
13008.0,95,92,5,32,27,58.97,3.21,20.51,17.31,0.0
13008.0,96,92,2,30,26,61.33,1.33,20.0,17.33,0.0
13008.0,97,134,3,9,23,79.29,1.78,5.33,13.61,0.0
13008.0,98,116,5,29,18,69.05,2.98,17.26,10.71,0.0
13008.0,99,147,10,22,39,67.43,4.59,10.09,17.89,0.0
13008.0,S/R 1,85,9,21,7,69.67,7.38,17.21,5.74,0.0
13008.0,S/R 2,176,10,73,28,61.32,3.48,25.44,9.76,0.0
13009.0,1,84,4,85,39,39.44,1.88,39.91,18.31,0.47
13009.0,10,82,6,75,29,42.71,3.12,39.06,15.1,0.0
13009.0,100,15,3,22,15,26.79,5.36,39.29,26.79,1.79
13009.0,101,17,3,25,25,23.29,4.11,34.25,34.25,4.11
13009.0,102,17,8,29,18,22.97,10.81,39.19,24.32,2.7
13009.0,103,22,9,49,22,21.36,8.74,47.57,21.36,0.97
13009.0,104,26,5,29,14,35.14,6.76,39.19,18.92,0.0
13009.0,105,19,16,45,19,19.0,16.0,45.0,19.0,1.0
13009.0,106,31,11,38,22,29.52,10.48,36.19,20.95,2.86
13009.0,107,67,10,90,25,34.9,5.21,46.88,13.02,0.0
13009.0,108,44,12,75,25,28.03,7.64,47.77,15.92,0.64
13009.0,109,63,12,94,28,31.66,6.03,47.24,14.07,1.01
13009.0,11,52,8,63,28,34.21,5.26,41.45,18.42,0.66
13009.0,110,19,10,51,24,18.1,9.52,48.57,22.86,0.95
13009.0,111,19,7,43,19,21.59,7.95,48.86,21.59,0.0
13009.0,112,14,15,44,24,14.0,15.0,44.0,24.0,3.0
13009.0,113,33,30,69,24,20.62,18.75,43.12,15.0,2.5
13009.0,114,33,16,64,25,23.91,11.59,46.38,18.12,0.0
13009.0,115,15,12,55,22,13.89,11.11,50.93,20.37,3.7
13009.0,116,37,10,43,22,33.04,8.93,38.39,19.64,0.0
13009.0,117,16,10,42,25,17.02,10.64,44.68,26.6,1.06
13009.0,118,30,11,34,28,28.3,10.38,32.08,26.42,2.83
13009.0,119,36,4,50,18,33.33,3.7,46.3,16.67,0.0
13009.0,12,52,11,48,19,40.0,8.46,36.92,14.62,0.0
13009.0,120,52,16,67,27,32.1,9.88,41.36,16.67,0.0
13009.0,121,62,5,58,33,38.75,3.12,36.25,20.62,1.25
13009.0,122,64,4,58,29,41.03,2.56,37.18,18.59,0.64
13009.0,123,29,5,22,22,37.18,6.41,28.21,28.21,0.0
13009.0,124,35,7,36,30,32.41,6.48,33.33,27.78,0.0
13009.0,125,49,4,41,34,37.69,3.08,31.54,26.15,1.54
13009.0,126,30,4,22,19,39.47,5.26,28.95,25.0,1.32
13009.0,127,27,8,23,13,37.5,11.11,31.94,18.06,1.39
13009.0,128,32,3,16,18,45.71,4.29,22.86,25.71,1.43
13009.0,129,25,6,17,19,37.31,8.96,25.37,28.36,0.0
13009.0,13,90,15,108,23,37.82,6.3,45.38,9.66,0.84
13009.0,130,65,10,60,28,39.63,6.1,36.59,17.07,0.61
13009.0,131,49,5,77,32,29.17,2.98,45.83,19.05,2.98
13009.0,132,60,9,96,22,31.91,4.79,51.06,11.7,0.53
13009.0,133,44,5,35,44,34.11,3.88,27.13,34.11,0.78
13009.0,134,74,13,67,50,35.24,6.19,31.9,23.81,2.86
13009.0,135,109,14,129,28,38.79,4.98,45.91,9.96,0.36
13009.0,136,68,12,54,38,38.86,6.86,30.86,21.71,1.71
13009.0,137,38,5,37,23,36.54,4.81,35.58,22.12,0.96
13009.0,138,33,8,32,29,31.73,7.69,30.77,27.88,1.92
13009.0,139,84,3,82,26,43.08,1.54,42.05,13.33,0.0
13009.0,14,120,19,75,57,43.8,6.93,27.37,20.8,1.09
13009.0,140,85,14,81,28,40.48,6.67,38.57,13.33,0.95
13009.0,141,141,15,133,46,42.09,4.48,39.7,13.73,0.0
13009.0,142,133,17,99,24,48.72,6.23,36.26,8.79,0.0
13009.0,143,93,11,69,27,45.15,5.34,33.5,13.11,2.91
13009.0,144,68,7,65,26,40.48,4.17,38.69,15.48,1.19
13009.0,145,93,9,105,35,38.11,3.69,43.03,14.34,0.82
13009.0,146,130,12,118,45,42.21,3.9,38.31,14.61,0.97
13009.0,147,36,5,37,39,30.0,4.17,30.83,32.5,2.5
13009.0,148,63,10,68,49,33.16,5.26,35.79,25.79,0.0
13009.0,149,35,7,31,40,30.43,6.09,26.96,34.78,1.74
13009.0,15,141,9,67,57,50.72,3.24,24.1,20.5,1.44
13009.0,150,46,6,33,29,40.0,5.22,28.7,25.22,0.87
13009.0,151,50,16,68,54,26.18,8.38,35.6,28.27,1.57
13009.0,152,0,0,0,0,,,,,
13009.0,153,52,11,57,31,34.44,7.28,37.75,20.53,0.0
13009.0,154,36,15,38,21,32.43,13.51,34.23,18.92,0.9
13009.0,155,65,5,69,50,34.03,2.62,36.13,26.18,1.05
13009.0,156,68,7,44,41,41.98,4.32,27.16,25.31,1.23
13009.0,157,61,12,57,42,35.06,6.9,32.76,24.14,1.15
13009.0,158,72,6,60,42,39.56,3.3,32.97,23.08,1.1
13009.0,159,123,10,67,42,50.83,4.13,27.69,17.36,0.0
13009.0,16,80,9,58,45,41.45,4.66,30.05,23.32,0.52
13009.0,160,70,12,61,41,38.04,6.52,33.15,22.28,0.0
13009.0,161,132,16,102,49,43.71,5.3,33.77,16.23,0.99
13009.0,162,57,9,55,40,34.55,5.45,33.33,24.24,2.42
13009.0,163,43,19,57,54,24.43,10.8,32.39,30.68,1.7
13009.0,164,80,12,95,34,36.04,5.41,42.79,15.32,0.45
13009.0,165,67,10,51,35,40.36,6.02,30.72,21.08,1.81
13009.0,166,68,12,35,41,41.98,7.41,21.6,25.31,3.7
13009.0,167,70,7,61,28,40.94,4.09,35.67,16.37,2.92
13009.0,168,114,17,46,43,51.12,7.62,20.63,19.28,1.35
13009.0,169,96,12,50,52,45.07,5.63,23.47,24.41,1.41
13009.0,17,82,18,92,17,38.32,8.41,42.99,7.94,2.34
13009.0,170,77,6,57,44,41.85,3.26,30.98,23.91,0.0
13009.0,171,70,5,26,26,54.26,3.88,20.16,20.16,1.55
13009.0,172,77,4,31,45,47.83,2.48,19.25,27.95,2.48
13009.0,18,111,12,123,15,42.53,4.6,47.13,5.75,0.0
13009.0,19,55,4,31,23,48.67,3.54,27.43,20.35,0.0
13009.0,2,81,11,82,31,39.32,5.34,39.81,15.05,0.49
13009.0,20,68,8,129,5,32.38,3.81,61.43,2.38,0.0
13009.0,21,89,12,117,8,39.38,5.31,51.77,3.54,0.0
13009.0,22,82,11,122,7,36.94,4.95,54.95,3.15,0.0
13009.0,23,98,9,138,9,38.58,3.54,54.33,3.54,0.0
13009.0,24,78,12,119,14,34.98,5.38,53.36,6.28,0.0
13009.0,25,88,12,110,20,37.77,5.15,47.21,8.58,1.29
13009.0,26,78,8,56,39,42.62,4.37,30.6,21.31,1.09
13009.0,27,92,8,55,22,51.98,4.52,31.07,12.43,0.0
13009.0,28,88,17,40,40,46.81,9.04,21.28,21.28,1.6
13009.0,29,114,4,87,41,45.97,1.61,35.08,16.53,0.81
13009.0,3,147,8,127,26,47.27,2.57,40.84,8.36,0.96
13009.0,30,56,8,45,40,37.09,5.3,29.8,26.49,1.32
13009.0,31,108,12,70,42,45.76,5.08,29.66,17.8,1.69
13009.0,32,39,8,26,26,39.0,8.0,26.0,26.0,1.0
13009.0,33,100,10,55,44,47.39,4.74,26.07,20.85,0.95
13009.0,34,75,6,67,18,44.91,3.59,40.12,10.78,0.6
13009.0,35,122,11,47,46,53.74,4.85,20.7,20.26,0.44
13009.0,36,38,2,20,19,48.1,2.53,25.32,24.05,0.0
13009.0,37,123,10,68,25,53.95,4.39,29.82,10.96,0.88
13009.0,38,56,6,48,23,42.11,4.51,36.09,17.29,0.0
13009.0,39,78,15,59,32,42.39,8.15,32.07,17.39,0.0
13009.0,4,78,8,77,34,39.39,4.04,38.89,17.17,0.51
13009.0,40,53,3,50,33,37.86,2.14,35.71,23.57,0.71
13009.0,41,64,6,17,34,52.46,4.92,13.93,27.87,0.82
13009.0,42,26,3,33,14,34.21,3.95,43.42,18.42,0.0
13009.0,43,124,11,78,37,49.4,4.38,31.08,14.74,0.4
13009.0,44,28,5,27,22,32.94,5.88,31.76,25.88,3.53
13009.0,45,58,4,37,31,43.28,2.99,27.61,23.13,2.99
13009.0,46,39,2,33,25,39.0,2.0,33.0,25.0,1.0
13009.0,47,70,3,68,21,42.68,1.83,41.46,12.8,1.22
13009.0,48,60,4,55,40,36.59,2.44,33.54,24.39,3.05
13009.0,49,59,7,32,16,50.86,6.03,27.59,13.79,1.72
13009.0,5,125,17,142,28,40.06,5.45,45.51,8.97,0.0
13009.0,50,100,16,112,43,36.9,5.9,41.33,15.87,0.0
13009.0,500,31,6,22,7,44.29,8.57,31.43,10.0,5.71
13009.0,501,35,3,42,11,38.04,3.26,45.65,11.96,1.09
13009.0,502,38,6,57,13,32.76,5.17,49.14,11.21,1.72
13009.0,503,18,4,70,2,18.75,4.17,72.92,2.08,2.08
13009.0,51,83,10,46,35,46.89,5.65,25.99,19.77,1.69
13009.0,52,138,5,73,48,51.69,1.87,27.34,17.98,1.12
13009.0,53,80,8,53,51,41.03,4.1,27.18,26.15,1.54
13009.0,54,37,6,44,22,33.94,5.5,40.37,20.18,0.0
13009.0,55,52,9,34,23,42.98,7.44,28.1,19.01,2.48
13009.0,56,41,5,26,18,45.05,5.49,28.57,19.78,1.1
13009.0,57,31,5,23,24,36.9,5.95,27.38,28.57,1.19
13009.0,58,24,6,14,12,41.38,10.34,24.14,20.69,3.45
13009.0,59,55,8,59,29,36.18,5.26,38.82,19.08,0.66
13009.0,6,130,13,91,37,47.79,4.78,33.46,13.6,0.37
13009.0,60,87,13,45,36,47.28,7.07,24.46,19.57,1.63
13009.0,600,273,25,214,54,48.06,4.4,37.68,9.51,0.35
13009.0,601,216,17,278,28,39.93,3.14,51.39,5.18,0.37
13009.0,602,147,15,96,28,51.04,5.21,33.33,9.72,0.69
13009.0,603,291,19,238,91,45.05,2.94,36.84,14.09,1.08
13009.0,604,62,7,76,24,36.69,4.14,44.97,14.2,0.0
13009.0,605,90,11,133,37,33.21,4.06,49.08,13.65,0.0
13009.0,606,214,18,261,52,39.27,3.3,47.89,9.54,0.0
13009.0,607,105,13,130,16,39.47,4.89,48.87,6.02,0.75
13009.0,608,230,26,174,56,47.03,5.32,35.58,11.45,0.61
13009.0,609,175,19,151,34,45.57,4.95,39.32,8.85,1.3
13009.0,61,68,8,81,43,33.33,3.92,39.71,21.08,1.96
13009.0,610,168,16,121,27,50.45,4.8,36.34,8.11,0.3
13009.0,611,86,5,55,20,51.81,3.01,33.13,12.05,0.0
13009.0,62,66,8,42,19,48.53,5.88,30.88,13.97,0.74
13009.0,63,72,10,53,22,45.57,6.33,33.54,13.92,0.63
13009.0,64,94,14,65,22,47.0,7.0,32.5,11.0,2.5
13009.0,65,76,9,82,27,38.97,4.62,42.05,13.85,0.51
13009.0,66,38,3,34,22,39.18,3.09,35.05,22.68,0.0
13009.0,67,44,16,51,46,27.67,10.06,32.08,28.93,1.26
13009.0,68,60,16,41,22,42.86,11.43,29.29,15.71,0.71
13009.0,69,56,11,54,33,36.13,7.1,34.84,21.29,0.65
13009.0,7,111,8,85,27,47.84,3.45,36.64,11.64,0.43
13009.0,70,58,5,42,33,41.43,3.57,30.0,23.57,1.43
13009.0,71,57,6,30,28,46.72,4.92,24.59,22.95,0.82
13009.0,72,62,10,32,35,43.36,6.99,22.38,24.48,2.8
13009.0,73,48,10,37,32,37.8,7.87,29.13,25.2,0.0
13009.0,74,67,15,42,38,40.36,9.04,25.3,22.89,2.41
13009.0,75,104,13,56,60,43.7,5.46,23.53,25.21,2.1
13009.0,76,94,13,147,32,32.75,4.53,51.22,11.15,0.35
13009.0,77,108,12,108,20,43.2,4.8,43.2,8.0,0.8
13009.0,78,75,8,84,21,39.68,4.23,44.44,11.11,0.53
13009.0,79,32,6,40,24,31.37,5.88,39.22,23.53,0.0
13009.0,8,58,17,58,16,38.93,11.41,38.93,10.74,0.0
13009.0,80,154,7,136,12,49.84,2.27,44.01,3.88,0.0
13009.0,81,118,18,128,19,40.97,6.25,44.44,6.6,1.74
13009.0,82,130,15,137,14,43.92,5.07,46.28,4.73,0.0
13009.0,83,72,11,80,19,39.13,5.98,43.48,10.33,1.09
13009.0,84,125,15,110,15,46.47,5.58,40.89,5.58,1.49
13009.0,85,36,8,57,31,27.07,6.02,42.86,23.31,0.75
13009.0,86,26,6,24,13,37.68,8.7,34.78,18.84,0.0
13009.0,87,44,12,34,21,39.64,10.81,30.63,18.92,0.0
13009.0,88,31,13,75,17,22.63,9.49,54.74,12.41,0.73
13009.0,89,65,18,82,51,29.41,8.14,37.1,23.08,2.26
13009.0,9,116,23,84,36,44.44,8.81,32.18,13.79,0.77
13009.0,90,0,0,0,0,,,,,
13009.0,91,42,5,46,19,37.17,4.42,40.71,16.81,0.88
13009.0,92,33,16,58,25,25.0,12.12,43.94,18.94,0.0
13009.0,93,34,6,39,21,33.33,5.88,38.24,20.59,1.96
13009.0,94,23,1,32,12,33.82,1.47,47.06,17.65,0.0
13009.0,95,33,7,51,32,26.61,5.65,41.13,25.81,0.81
13009.0,96,33,8,29,26,34.38,8.33,30.21,27.08,0.0
13009.0,97,31,15,93,37,17.13,8.29,51.38,20.44,2.76
13009.0,98,42,11,58,30,29.37,7.69,40.56,20.98,1.4
13009.0,99,86,14,98,22,38.91,6.33,44.34,9.95,0.45
13009.0,S/R 1,84,12,71,18,42.86,6.12,36.22,9.18,5.61
13009.0,S/R 2,235,23,554,55,27.04,2.65,63.75,6.33,0.23
13010.0,1,55,4,30,23,49.11,3.57,26.79,20.54,0.0
13010.0,1-1,81,5,53,28,48.5,2.99,31.74,16.77,0.0
13010.0,10,132,16,64,32,54.1,6.56,26.23,13.11,0.0
13010.0,100,88,11,27,21,59.86,7.48,18.37,14.29,0.0
13010.0,101,83,14,31,21,55.7,9.4,20.81,14.09,0.0
13010.0,102,133,14,21,32,66.5,7.0,10.5,16.0,0.0
13010.0,103,84,7,12,21,67.74,5.65,9.68,16.94,0.0
13010.0,104,150,12,36,20,68.81,5.5,16.51,9.17,0.0
13010.0,105,78,7,18,13,67.24,6.03,15.52,11.21,0.0
13010.0,106,171,15,44,41,63.1,5.54,16.24,15.13,0.0
13010.0,107,109,7,21,32,64.5,4.14,12.43,18.93,0.0
13010.0,107-1,35,8,23,7,47.95,10.96,31.51,9.59,0.0
13010.0,108,123,9,30,42,60.29,4.41,14.71,20.59,0.0
13010.0,109,147,5,31,22,71.71,2.44,15.12,10.73,0.0
13010.0,11,66,6,38,44,42.86,3.9,24.68,28.57,0.0
13010.0,110,93,3,30,11,67.88,2.19,21.9,8.03,0.0
13010.0,111,129,7,33,21,67.89,3.68,17.37,11.05,0.0
13010.0,112,107,11,22,28,63.69,6.55,13.1,16.67,0.0
13010.0,112-1,83,10,17,28,60.14,7.25,12.32,20.29,0.0
13010.0,113,92,9,11,26,66.67,6.52,7.97,18.84,0.0
13010.0,114,212,14,28,44,71.14,4.7,9.4,14.77,0.0
13010.0,115,127,10,36,40,59.62,4.69,16.9,18.78,0.0
13010.0,116,88,8,17,14,69.29,6.3,13.39,11.02,0.0
13010.0,117,91,12,22,15,65.0,8.57,15.71,10.71,0.0
13010.0,118,62,7,30,21,51.67,5.83,25.0,17.5,0.0
13010.0,119,91,9,22,29,60.26,5.96,14.57,19.21,0.0
